 RA_core DEC_core RA_centroid DEC_centroid FLUX Corefrac BMAJ BMIN PA SIZE CLASS
44 -0.036202899999977944 -29.92658732 -0.03623695999999654 -29.92658183 1.5132801594595996e-06 0.0 0.215 0.243 0.0 1 3
45 -0.04061288000002605 -30.01566634 -0.04077714999999671 -30.01561513 8.24592492276507e-06 0.0 2.075 0.575 48.483000000000004 1 3
46 -0.0013678999999910957 -29.95709965 -0.0013818099999980404 -29.95711955 3.4072900188988197e-06 0.0 0.616 0.282 156.251 1 3
47 -0.022483309999984158 -29.93714432 -0.022488160000023072 -29.93714856 8.098919638076691e-07 0.0 0.187 0.11 158.347 1 3
48 0.03018985 -30.00144734 0.0300805 -30.00146464 1.4981319269724332e-05 0.0 0.696 1.781 96.822 1 3
49 0.02832965 -29.97346394 0.02834029 -29.9734717 3.299600383926071e-06 0.0 0.358 0.235 0.0 1 3
50 -0.07329192999998213 -29.94527893 -0.07330359000002318 -29.94527848 3.3748303340658424e-06 0.0 0.39399999999999996 0.214 102.346 1 3
51 0.11899078 -29.99239628 0.1189936 -29.99239877 3.3842402022522855e-05 0.18677019 0.12 0.128 11.617 1 2
52 0.02029725 -29.97075796 0.02029466 -29.97075642 4.66039751758123e-06 0.0 0.287 0.763 9.645 1 3
53 0.03597693 -29.92111117 0.03598849 -29.9211193 5.209612083713008e-06 0.0 0.162 0.457 124.338 1 3
54 0.04286633 -30.04250517 0.04284314 -30.0424874 1.7651268203891558e-05 0.0 0.304 1.1179999999999999 16.558 1 3
55 -1.1789999973643717e-05 -29.94432865 1.765e-05 -29.94433218 9.181458911505518e-06 0.0 0.24100000000000002 0.9690000000000001 11.949000000000002 1 3
56 -0.018461119999983566 -30.05412733 -0.01849512000001141 -30.05415174 4.534819908407165e-06 0.0 0.451 0.843 162.501 1 3
57 0.08654376 -29.93046677 0.08654122 -29.93046997 2.9875566052618365e-06 0.0 0.11800000000000001 0.11199999999999999 0.0 1 3
58 0.02348382 -30.03001488 0.02348802 -30.03000362 4.220178127054145e-06 0.0 0.32899999999999996 0.212 0.0 1 3
59 0.02033599 -29.98716614 0.02033496 -29.98716599 2.1825936389744742e-06 0.0 0.35600000000000004 0.235 87.17 1 3
60 -0.12361337999999478 -29.99109451 -0.12361930999998094 -29.99109096 5.671160862979094e-05 0.15274408 0.122 0.11900000000000001 30.099 1 2
61 0.0548622 -30.02954583 0.05486466 -30.02954706 6.9857602888300856e-06 0.0 0.659 0.237 19.705 1 3
62 0.10551215 -29.98574636 0.10542743 -29.9857658 2.1961949847754458e-05 0.0 0.265 1.547 16.771 1 3
63 -0.04001956000001883 -29.94879755 -0.04003653000000895 -29.94877063 1.2191276933271145e-06 0.0 0.235 0.27699999999999997 0.0 1 3
64 0.04682422 -29.97616613 0.04679936 -29.97615363 2.5518297526545593e-06 0.0 0.172 0.597 179.253 1 3
65 -0.03810222999999269 -29.99168826 -0.03810411000000613 -29.99170065 1.0188200788223084e-06 0.0 0.22899999999999998 0.114 18.669 1 3
66 -0.02360814999997274 -30.00697597 -0.023603659999992033 -30.00698363 2.9087823013507623e-06 0.0 0.575 0.235 0.0 1 3
67 0.03121487 -29.99713561 0.03122821 -29.99714315 9.488002185584607e-06 0.0 0.637 0.2 152.988 1 3
68 -0.005671510000013313 -29.9472301 -0.005681849999973565 -29.94724889 4.296193687990701e-06 0.0 0.907 0.17300000000000001 36.621 1 3
69 0.05397761 -29.9870443 0.05397448 -29.98704153 1.474855500715545e-06 0.0 0.153 0.384 173.612 1 3
70 -0.006412189999991824 -29.91378024 -0.006439380000017536 -29.91379199 4.283856967883966e-06 0.0 0.852 0.32899999999999996 67.166 1 3
71 -0.020260419999999613 -30.02145373 -0.020280049999996663 -30.02142458 1.1996355945659318e-06 0.0 0.261 0.163 53.233000000000004 1 3
72 0.02834427 -30.02466032 0.02832592 -30.02464688 5.34877390032246e-07 0.0 0.099 0.325 24.01 1 3
73 -0.012792279999985112 -29.93910724 -0.01279396000001043 -29.93910946 7.470784053063833e-07 0.16485751 0.165 0.134 10.668 1 2
74 -0.17341084999998202 -30.16244628 -0.17342046999999639 -30.16248771 4.7295666026124504e-05 0.0 0.449 0.10300000000000001 8.175 1 3
75 -0.0029260399999770925 -30.009992 -0.0028658900000095855 -30.00997394 2.058701764264195e-06 0.0 0.78 1.052 173.72099999999998 1 3
76 0.02850141 -29.99661517 0.0285571 -29.99664331 4.911161379519628e-06 0.0 1.341 0.37799999999999995 98.48 1 3
77 -0.0038926899999864872 -29.98882276 -0.003976910000005773 -29.98885229 4.4421808305777567e-07 0.0 0.17800000000000002 0.18 0.0 1 3
78 -0.04856476999998449 -29.91756191 -0.0485376899999892 -29.91756038 2.730373024867248e-05 0.0 0.746 0.92 0.0 1 3
79 0.00731482 -30.00634443 0.00732583 -30.00634632 8.714855858616413e-07 0.0 0.516 0.133 69.429 1 3
80 -0.01154244000002791 -30.03981437 -0.011543109999990975 -30.03981697 1.4475690993713345e-06 0.0 0.163 0.341 0.0 1 3
81 -0.00874442999997882 -30.0294854 -0.008754420000002483 -30.02948013 6.211248980186331e-07 0.0 0.098 0.207 13.73 1 3
82 0.03133691 -29.97262548 0.03134321 -29.97264591 8.970363706882848e-07 0.0 0.603 0.11 0.0 1 3
83 -0.04463619000000563 -30.04138073 -0.04463356999997359 -30.04138409 1.9935207428923836e-06 0.0 0.48 0.125 79.235 1 3
84 0.00995604 -29.99084537 0.0099878 -29.99082546 4.437840910623624e-06 0.0 0.807 0.414 82.23299999999999 1 3
85 0.02862145 -30.00379755 0.02867518 -30.00384546 4.22828744698498e-06 0.0 0.263 0.976 47.81399999999999 1 3
86 0.08039841 -29.99936257 0.08039896 -29.99936404 3.4592581425517965e-05 0.0 1.3330000000000002 0.39 0.0 1 3
87 0.02132412 -30.0293818 0.02134316 -30.02937684 5.314874406339495e-07 0.0 0.925 0.14 36.708 1 3
88 -0.03526125000001912 -29.99715503 -0.035238509999999224 -29.99713586 2.7981460400609335e-06 0.0 0.494 0.262 40.191 1 3
89 -0.030973300000027848 -29.97907237 -0.030970749999994496 -29.97907927 2.514269819994559e-06 0.0 0.204 0.429 43.185 1 3
90 0.01413632 -30.0217406 0.01415289 -30.02176585 1.779700419052037e-06 0.0 0.18100000000000002 0.598 55.388000000000005 1 3
91 -0.002170760000012706 -30.00217616 -0.002176689999998871 -30.00218681 7.91913268002859e-07 0.0 0.305 0.152 10.737 1 3
92 0.00915313 -29.9824983 0.00915215 -29.98250563 4.6270258394031804e-07 0.0 0.10800000000000001 0.193 83.686 1 3
93 -0.052249749999987216 -29.95383017 -0.052270080000027974 -29.95380862 1.0122929924615861e-05 0.0 0.701 0.49 0.0 1 3
94 0.18424952 -29.90361908 0.18424642 -29.90362506 3.0213739204487772e-05 0.0 0.141 0.159 0.0 1 3
95 0.11591126 -29.96152382 0.11590838 -29.96152207 8.715098083455614e-06 0.0 0.11900000000000001 0.125 0.0 1 3
96 -0.026172540000004574 -29.97811302 -0.026166900000021087 -29.97812241 1.4945848365486905e-06 0.0 0.33899999999999997 0.134 144.559 1 3
97 -0.01850569999999152 -29.97673505 -0.018506220000006124 -29.97673776 1.0245598512754863e-06 0.0 0.35700000000000004 0.165 131.764 1 3
98 0.00235917 -29.98761722 0.00236968 -29.98761331 4.6300929292324557e-07 0.0 0.46399999999999997 0.128 0.0 1 3
99 -0.05035922000001847 -30.03927402 -0.05039811000000327 -30.03930443 2.093219421464275e-06 0.0 0.607 0.149 44.358999999999995 1 3
100 -0.058243039999979374 -29.99922092 -0.058241129999998975 -29.99922472 2.002819511073988e-06 0.0 0.127 0.11699999999999999 0.0 1 3
101 0.01448547 -29.98858704 0.01448716 -29.98858523 1.2076424172193067e-06 0.0 0.168 0.408 161.369 1 3
102 0.02651157 -30.05509656 0.02656609 -30.05509756 4.323932042386903e-06 0.0 0.87 0.179 92.91799999999999 1 3
103 -0.17839801000002353 -30.11042572 -0.17839865000001964 -30.11042095 1.4441153370207433e-05 0.0 0.146 0.07 160.782 1 3
104 -0.09915898000002699 -29.95499869 -0.09913074999997207 -29.95510007 7.11836476364237e-07 0.0 0.696 0.617 0.0 1 3
105 0.08609048 -29.97882321 0.08609244 -29.97884279 1.7622007570882832e-06 0.0 0.312 0.355 0.0 1 3
106 -0.06448500999999851 -29.98294266 -0.06448984999997265 -29.98293649 1.9667936073293664e-06 0.0 0.252 0.35 159.053 1 3
107 -0.006449139999972431 -29.93829036 -0.006447379999997338 -29.93829312 3.265528797610464e-07 0.0 0.094 0.10300000000000001 158.274 1 3
108 -0.013495850000026621 -29.99773118 -0.013510549999978139 -29.99773872 1.0203268600783457e-06 0.07065805 0.345 0.162 50.763999999999996 1 2
109 -0.1173689699999727 -29.99755721 -0.11736323999997467 -29.99755633 7.869697754047094e-06 0.0 0.37799999999999995 0.233 0.0 1 3
110 0.04125036 -29.9312447 0.04123995 -29.93125322 5.238449246675288e-06 0.0 0.826 0.146 93.559 1 3
111 -0.009361969999986286 -29.94562585 -0.009344419999990805 -29.9456152 1.0476220098988045e-06 0.0 0.221 0.134 60.946000000000005 1 3
112 0.05147412 -30.04988885 0.05147298 -30.04989342 7.890418066403659e-07 0.0 0.08800000000000001 0.138 159.138 1 3
113 -0.07063677999997253 -29.99194052 -0.07064422000001969 -29.99193756 8.504174889495877e-07 0.0 0.214 0.10400000000000001 111.796 1 3
114 -0.1790492100000165 -29.83647094 -0.17904876000000058 -29.83646914 5.104214539218898e-05 0.0 0.583 0.095 6.879 1 3
115 -0.04621721000000889 -30.01504128 -0.046126650000019254 -30.01501668 7.123271938130966e-08 0.0 0.08199999999999999 0.06 0.0 1 3
116 -0.039436650000027385 -29.9655635 -0.039422940000008566 -29.96554625 1.3841750741485812e-06 0.0 0.174 0.402 148.678 1 3
117 0.06266382 -29.99416158 0.06270171 -29.99416573 4.827881169160586e-06 0.0 0.324 0.522 155.743 1 3
118 0.03777396 -29.99700109 0.0377707 -29.99699637 2.0264208565830298e-06 0.0 0.48 0.177 40.968 1 3
119 0.07452029 -29.94809809 0.07456069 -29.94805665 4.667009635015527e-06 0.0 0.875 0.408 58.448 1 3
120 0.02616759 -30.00407392 0.02617138 -30.00406855 1.783276632691965e-06 0.0 0.18899999999999997 0.273 0.0 1 3
121 -0.023661829999980455 -29.93518249 -0.023664890000020478 -29.93518005 6.480231024298076e-07 0.0 0.136 0.146 0.0 1 3
122 -0.0036002599999847007 -30.0570097 -0.0035976699999764605 -30.05701646 2.482880298238868e-06 0.06551485 0.165 0.29100000000000004 79.93 1 2
123 0.08088547 -29.90202674 0.08087965 -29.90202208 8.606486922075814e-06 0.0 0.321 0.14800000000000002 178.856 1 3
124 -0.08122430999998187 -29.99946423 -0.08120400000001382 -29.9994741 9.500212678184338e-06 0.0 0.29100000000000004 0.778 2.509 1 3
125 -2.3610000027929345e-05 -30.05668282 -1.92399999718873e-05 -30.05668471 1.5105295027528855e-06 0.10993707 0.187 0.124 30.756999999999998 1 2
126 0.06658897 -30.09483608 0.06645838 -30.09433824 1.969913437161495e-06 0.0 0.20800000000000002 2.113 81.428 1 3
127 -0.05419814999999062 -30.00208334 -0.05419574000001148 -30.0020924 2.633874587396141e-06 0.0 0.26899999999999996 0.982 22.138 1 3
128 -0.17313906999999062 -30.06136129 -0.17314277000002676 -30.0613554 0.00011954359439371051 0.0 0.081 0.16899999999999998 4.666 1 3
129 0.09094465 -29.92145259 0.09094814 -29.92145056 1.5189080115284877e-05 0.0 0.109 0.11900000000000001 64.01 1 3
130 0.05479066 -29.9854808 0.05485786 -29.9853957 3.5597622441766543e-06 0.0 0.226 0.6829999999999999 45.413999999999994 1 3
131 0.00510729 -29.98124186 0.0051202 -29.98123306 1.261952086390063e-06 0.0 0.43700000000000006 0.162 41.229 1 3
132 -0.01891750999999431 -29.97149377 -0.018888609999976325 -29.97148903 1.6355710208175024e-06 0.0 0.594 0.18 79.27600000000001 1 3
133 0.02045409 -30.04506473 0.02048194 -30.04509557 1.9451526815869974e-06 0.0 0.17600000000000002 0.363 54.582 1 3
134 -0.026661799999999403 -29.95532946 -0.02667444000002206 -29.95532727 7.331702882849237e-06 0.0 0.309 0.603 31.44 1 3
135 0.01640975 -29.85485896 0.01641734 -29.85485309 9.344615923681807e-05 0.0 0.36200000000000004 0.365 0.0 1 3
136 0.06655353 -30.09481566 0.06655068 -30.09482816 6.818949573791011e-06 0.0 0.546 0.114 0.0 1 3
137 0.05695424 -30.01472037 0.05694772 -30.01472299 7.529419383702603e-07 0.0 0.091 0.187 5.178999999999999 1 3
138 0.08440557 -30.06404266 0.08440269 -30.06404109 2.4146237856402833e-05 0.19572261 0.115 0.11900000000000001 64.85 1 2
139 0.11200789 -30.00339566 0.11203979 -30.0033945 4.657472394171405e-06 0.0 0.14400000000000002 0.679 0.0 1 3
140 -0.03464990999998463 -30.00316267 -0.03466064999997798 -30.00318407 1.4812297314311822e-06 0.0 0.436 0.18 31.41 1 3
141 0.05090463 -30.0212105 0.05090572 -30.02121433 8.780438900365167e-07 0.0 0.113 0.147 21.748 1 3
142 -0.00873529000000417 -30.05966583 -0.008785830000022088 -30.05957976 1.916294722428717e-05 0.0 1.9080000000000001 1.0290000000000001 66.84100000000001 1 3
143 0.00640251 -29.94652511 0.0064365 -29.94653923 1.3549604676126179e-06 0.0 0.451 0.474 0.0 1 3
144 -0.03928315000001703 -30.02470861 -0.03927270000002636 -30.02472962 3.7282337767633053e-06 0.0 0.276 0.65 94.41 1 3
145 -0.03829715000000533 -30.00769793 -0.038217439999982616 -30.00771921 1.7883421492375682e-06 0.0 0.225 0.5579999999999999 0.0 1 3
146 0.10527624 -29.98574654 0.10540464 -29.98574905 2.037006422546922e-05 0.0 0.508 1.125 0.0 1 3
147 -0.03929033999997955 -30.01309211 -0.03926820999998881 -30.01310343 1.7416868416270094e-06 0.05201961 0.136 0.498 17.607 1 2
148 -0.04930266999997457 -30.0979802 -0.04935402000000977 -30.09796085 9.744324786128363e-06 0.0 1.025 0.12 24.495 1 3
149 -0.02576011999997263 -29.93413998 -0.025790840000013304 -29.93418616 1.0684253221035383e-06 0.0 0.249 0.701 148.278 1 3
150 -0.07483564000000342 -29.92842034 -0.07483094999997775 -29.92841875 3.521034828833149e-06 0.0 0.16 0.10400000000000001 158.429 1 3
151 -0.056842169999981706 -30.08672847 -0.05684559999997418 -30.08672701 9.579706021804882e-06 0.08670251 0.142 0.27899999999999997 156.75 1 2
152 0.08569505 -30.02628052 0.0856027 -30.02619232 6.250272717358942e-06 0.0 0.198 1.072 0.0 1 3
153 -0.009905360000004748 -29.95576088 -0.009897190000003775 -29.9557628 8.449755777015912e-07 0.0 0.177 0.154 110.559 1 3
154 0.01132835 -29.92198401 0.01126831 -29.92203371 1.3916904434802216e-06 0.0 0.473 0.10800000000000001 10.277999999999999 1 3
155 0.06899705 -29.95793987 0.0690016 -29.95794869 2.3984621715866733e-06 0.0 0.465 0.13 23.618000000000002 1 3
156 0.05219623 -29.96419003 0.05220568 -29.96417658 1.4947440878050216e-06 0.0 0.11699999999999999 0.5429999999999999 144.5 1 3
157 0.04079062 -30.07482158 0.04078102 -30.07480812 3.5062266248721814e-06 0.0 0.313 0.244 16.261 1 3
158 0.03490327 -29.95200708 0.03489981 -29.95198538 3.679365869020174e-06 0.0 0.5329999999999999 0.861 20.02 1 3
159 0.05486138 -29.98538882 0.05486902 -29.98539849 4.445334117180185e-06 0.0 0.259 0.8140000000000001 38.09 1 3
160 0.00447073 -29.98979334 0.00446096 -29.98979424 8.665027620562536e-07 0.0 0.19899999999999998 0.18 0.0 1 3
161 -0.13803025999999363 -29.95842733 -0.13802708999998003 -29.95842844 1.5286098212251024e-05 0.12127356 0.127 0.265 0.0 1 2
162 0.02871134 -29.94745187 0.02872588 -29.94746021 3.013638922943787e-06 0.0 0.152 0.368 5.547999999999999 1 3
163 0.03353325 -30.01537204 0.03353628 -30.01535551 1.5376201062179638e-06 0.0 0.436 0.124 7.67 1 3
164 0.00756626 -30.05450642 0.00754816 -30.05451333 1.6357957600881551e-06 0.0 0.17800000000000002 0.366 0.0 1 3
165 0.01519713 -29.93696146 0.01519889 -29.93695664 1.4999050465484154e-06 0.17285585 0.141 0.11199999999999999 57.41 1 2
166 0.02864775 -29.97228894 0.02885808 -29.97234042 1.117626344111834e-06 0.0 0.20600000000000002 1.985 19.674 1 3
167 0.10392254 -30.13460658 0.10390571 -30.13462031 0.0004163301926720396 0.0 0.46399999999999997 0.20199999999999999 71.502 1 3
168 0.16191879 -29.89863185 0.16191559 -29.89863106 7.549795537000777e-05 0.12083344 0.309 0.10099999999999999 38.687 1 2
169 -0.007469829999990907 -30.02808577 -0.007467379999980039 -30.02807964 1.033018679649122e-06 0.0 0.33299999999999996 0.142 0.0 1 3
170 -0.18896411999998008 -29.93478395 -0.1890184399999839 -29.9347881 5.5120601309246537e-05 0.1243819 0.07200000000000001 0.39 66.743 1 2
171 0.06663624 -30.09489735 0.06654859 -30.0948208 7.093089234768794e-06 0.0 0.608 0.12300000000000001 175.422 1 3
172 0.00470617 -29.97948458 0.00470624 -29.97947852 2.2214498832066267e-06 0.0 0.165 0.506 65.495 1 3
173 0.00278379 -29.98624816 0.00279405 -29.98623982 9.893937758643185e-07 0.0 0.128 0.322 69.132 1 3
174 -0.016504950000012286 -29.9317916 -0.016490729999986797 -29.93182472 1.5457952085707885e-06 0.0 0.092 0.47600000000000003 70.633 1 3
175 -0.13551245999997263 -30.03178661 -0.1355380200000127 -30.03180217 2.3212393384057958e-05 0.0 0.242 0.498 169.88099999999997 1 3
176 0.10174962 -30.03203143 0.10174376 -30.03203092 5.621744102013953e-06 0.17730933 0.113 0.135 64.529 1 2
177 0.09550738 -29.9468075 0.09550358 -29.94680204 4.971567494548483e-06 0.12178611 0.141 0.16699999999999998 129.963 1 2
178 -0.17665338000000474 -30.07263602 -0.17666559000002735 -30.07263439 2.83139168946412e-05 0.0 0.76 0.247 141.203 1 3
179 -0.09966288999999051 -29.97537062 -0.0996973599999933 -29.97536611 7.074503489798804e-06 0.0 0.11699999999999999 0.8270000000000001 4.21 1 3
180 0.07838884 -30.00919234 0.07838162 -30.00920303 6.925988164572506e-07 0.0 0.14 0.115 0.0 1 3
181 0.00234884 -30.04943908 0.0023832 -30.04942136 2.09202454173158e-06 0.0 0.43200000000000005 0.466 117.984 1 3
182 0.03861574 -29.97744589 0.03862419 -29.97744798 1.1712690347493214e-06 0.0 0.26899999999999996 0.147 77.566 1 3
183 -0.11630539999998746 -29.97584744 -0.1163476199999991 -29.9758325 9.742447037494203e-06 0.0 0.6970000000000001 0.888 0.0 1 3
